,Industry,Job Title,Rating,Revenue,Sector,Size,Type of ownership,Hourly,Employer_Provided_Salary,min_salary,max_salary,average_salary,Company_Name,job_city,headquarter_city,same_city,age,python_req,rstudio_req,spark_req,aws_req,excel_req,tableau_req,machinelearning_req
877,Federal Agencies,Lead Data Scientist with NLP,3.3,$1 to $2 billion (USD),Government,5001 to 10000 employees,Nonprofit Organization,0,0,212,331,271.5,MITRE,McLean,Bedford,0,62,1,0,0,0,0,0,1
878,-1,Data Scientist,-1.0,Unknown / Non-Applicable,-1,Unknown,Company - Private,0,0,212,331,271.5,CompuForce,New York,New York,1,-1,0,0,1,1,1,0,1
879,Aerospace & Defense,Data Scientist,4.6,Unknown / Non-Applicable,Aerospace & Defense,51 to 200 employees,Company - Private,0,0,212,331,271.5,Bluehawk,Washington,West Palm Beach,0,8,1,0,0,0,1,0,1
880,Biotech & Pharmaceuticals,Research Scientist/ Senior Research Scientist,4.0,$10+ billion (USD),Biotech & Pharmaceuticals,10000+ employees,Company - Public,0,0,212,331,271.5,AstraZeneca,Gaithersburg,Cambridge,0,107,0,0,0,0,1,0,0
881,Consulting,Data Scientist,3.5,$25 to $50 million (USD),Business Services,51 to 200 employees,Company - Private,0,0,212,331,271.5,Aptive Resources,Washington,Alexandria,0,8,1,0,0,0,1,1,1
882,Aerospace & Defense,Data Scientist,4.5,$100 to $500 million (USD),Aerospace & Defense,201 to 500 employees,Company - Private,0,0,212,331,271.5,Systems & Technology Research,Woburn,Woburn,1,10,1,0,1,0,1,0,1
884,Federal Agencies,Data Scientist,3.5,$100 to $500 million (USD),Government,1001 to 5000 employees,Company - Private,0,0,212,331,271.5,Applied Research Associates,Herndon,Albuquerque,0,41,1,0,0,0,1,0,0
885,Biotech & Pharmaceuticals,Data Scientist,3.9,$10+ billion (USD),Biotech & Pharmaceuticals,10000+ employees,Company - Public,0,0,212,331,271.5,Applied Research Associates,Herndon,Brentford,0,190,1,0,0,1,0,0,1
886,Insurance Agencies & Brokerages,Data Scientist,-1.0,Unknown / Non-Applicable,Insurance,1 to 50 employees,Company - Private,0,0,212,331,271.5,"Growers Edge Financial, Inc.",Johnston,Johnston,1,-1,1,0,0,0,1,0,1
887,Aerospace & Defense,Data Scientist,3.3,Unknown / Non-Applicable,Aerospace & Defense,10000+ employees,Company - Public,0,0,212,331,271.5,Perspecta,Washington,Chantilly,0,2,1,0,0,0,0,0,0
888,Banks & Credit Unions,Data Scientist,3.4,$10+ billion (USD),Finance,10000+ employees,Company - Public,0,0,212,331,271.5,PNC Financial Services Group,Pittsburgh,Pittsburgh,1,175,1,0,1,0,0,0,1
889,Aerospace & Defense,Data Scientist,3.4,$2 to $5 billion (USD),Aerospace & Defense,5001 to 10000 employees,Company - Public,0,0,212,331,271.5,Maxar Technologies,Herndon,Westminster,0,-1,1,0,1,0,0,1,1
890,Aerospace & Defense,Data Scientist,3.4,$500 million to $1 billion (USD),Aerospace & Defense,5001 to 10000 employees,Company - Private,0,0,212,331,271.5,ASRC Federal Holding Company,Reston,Beltsville,0,17,0,0,0,0,1,0,0
891,Enterprise Software & Network Solutions,Sr. Data Engineer - Remote (USA Only),3.8,Unknown / Non-Applicable,Information Technology,51 to 200 employees,Company - Private,0,0,212,331,271.5,SocialChorus,Remote,San Francisco,0,12,1,0,0,1,0,0,0
892,Research & Development,Data Scientist,4.1,$100 to $500 million (USD),Business Services,1001 to 5000 employees,Company - Private,0,0,212,331,271.5,DCS Corp,Langley AFB,Alexandria,0,43,1,0,0,0,1,0,1
893,IT Services,Data Scientist,4.3,$10 to $25 million (USD),Information Technology,51 to 200 employees,Company - Private,0,0,212,331,271.5,AnaVation,Washington,Reston,0,7,1,0,0,1,0,0,1
894,Colleges & Universities,Remote Sensing Data Scientist,3.8,Unknown / Non-Applicable,Education,501 to 1000 employees,College / University,0,0,90,115,102.5,Applied Research Laboratories,Austin,Austin,1,-1,0,0,0,1,0,0,0
895,Enterprise Software & Network Solutions,Data Scientist,3.9,Unknown / Non-Applicable,Information Technology,201 to 500 employees,Company - Private,0,0,90,115,102.5,Quartet Health,New York,New York,1,6,1,0,0,0,0,0,1
896,IT Services,Data Scientist,4.3,$10 to $25 million (USD),Information Technology,51 to 200 employees,Company - Private,0,0,90,115,102.5,AnaVation,Washington,Reston,0,7,1,0,0,1,0,0,1
897,-1,Data Scientist,4.0,Less than $1 million (USD),-1,1 to 50 employees,Company - Private,0,0,90,115,102.5,Advanced Bio-Logic Solutions Corp,Thousand Oaks,Westlake Village,0,-1,1,0,0,0,0,0,1
898,Computer Hardware & Software,Senior Data Scientist,4.5,$100 to $500 million (USD),Information Technology,201 to 500 employees,Company - Private,0,0,90,115,102.5,Demandbase,San Francisco,San Francisco,1,14,1,0,1,1,0,0,1
899,Staffing & Outsourcing,Data Scientist,3.7,$10+ billion (USD),Business Services,10000+ employees,Company - Public,0,0,90,115,102.5,Randstad,Atlanta,Diemen,0,60,1,0,0,0,0,1,1
900,IT Services,Data Scientist,3.4,$10+ billion (USD),Information Technology,10000+ employees,Company - Public,0,0,90,115,102.5,NTT DATA,Charlotte,Tokyo,0,53,1,0,1,0,0,1,1
901,Computer Hardware & Software,Data Scientist,3.6,$10 to $25 million (USD),Information Technology,51 to 200 employees,Company - Private,0,0,90,115,102.5,"ISYS Technologies, Inc.",Herndon,Littleton,0,30,1,0,1,0,0,1,0
902,IT Services,Data Scientist,3.0,$25 to $50 million (USD),Information Technology,51 to 200 employees,Government,0,0,90,115,102.5,Essextec,Maryland,Rochelle Park,0,-1,1,0,1,1,0,0,1
903,Timber Operations,Data Scientist,3.4,$1 to $2 billion (USD),Agriculture & Forestry,10000+ employees,Self-employed,0,0,90,115,102.5,The Davey Tree Expert Company,Kent,Kent,1,140,1,0,0,0,1,0,1
904,Biotech & Pharmaceuticals,Bioinformatics Scientist II,3.4,Unknown / Non-Applicable,Biotech & Pharmaceuticals,501 to 1000 employees,Subsidiary or Business Segment,0,0,90,115,102.5,Ambry Genetics,Aliso Viejo,Aliso Viejo,1,21,1,0,0,0,1,0,0
905,"Cable, Internet & Telephone Providers",Data Scientist,2.9,$10+ billion (USD),Telecommunications,10000+ employees,Subsidiary or Business Segment,0,0,90,115,102.5,SPECTRUM,Stamford,Stamford,1,4,0,0,0,0,1,0,0
906,Internet,Data Scientist,3.6,Unknown / Non-Applicable,Information Technology,501 to 1000 employees,Company - Private,0,0,90,115,102.5,Via Transportation,New York,New York,1,8,1,0,0,0,0,1,1
907,IT Services,Data Scientist,3.4,$10 to $25 million (USD),Information Technology,51 to 200 employees,Company - Private,0,0,90,115,102.5,1901 Group,Arlington,Blacksburg,0,11,0,0,0,0,1,0,0
908,Health Care Services & Hospitals,"Data Engineer, Python/Kafka",4.8,$50 to $100 million (USD),Health Care,201 to 500 employees,Company - Private,0,0,90,115,102.5,GetWellNetwork,Bethesda,Bethesda,1,20,1,0,0,1,0,0,0
909,Computer Hardware & Software,Data Scientist,4.1,$25 to $50 million (USD),Information Technology,51 to 200 employees,Company - Private,0,0,90,115,102.5,APN Software Services Inc.,San Diego,Newark,0,-1,1,0,0,0,1,0,1
910,Biotech & Pharmaceuticals,AI Ops Data Scientist,4.0,$10+ billion (USD),Biotech & Pharmaceuticals,10000+ employees,Company - Public,0,0,90,115,102.5,AstraZeneca,Gaithersburg,Cambridge,0,107,1,0,1,1,0,0,1
911,Health Care Services & Hospitals,Data Engineer,4.0,$100 to $500 million (USD),Health Care,1001 to 5000 employees,Company - Public,0,0,90,115,102.5,Exact Sciences Corporation,Madison,Madison,1,25,1,0,0,1,1,1,0
912,Banks & Credit Unions,Data Science Engineering Lead,3.1,$10+ billion (USD),Finance,10000+ employees,Company - Public,0,0,90,115,102.5,MUFG,San Francisco,Tokyo,0,156,1,0,0,1,0,0,0
913,Federal Agencies,Data Engineer,4.5,$25 to $50 million (USD),Government,51 to 200 employees,Company - Private,0,0,90,115,102.5,Kingfisher Systems,Falls Church,Falls Church,1,15,1,0,0,0,0,0,0
914,Research & Development,Chief Data Scientist,4.2,$1 to $2 billion (USD),Business Services,5001 to 10000 employees,Company - Public,0,0,90,115,102.5,ManTech,Alexandria,Herndon,0,52,1,0,1,0,0,1,1
915,IT Services,Data Scientist,2.6,$50 to $100 million (USD),Information Technology,201 to 500 employees,Company - Private,0,0,90,115,102.5,"NewWave Telecom & Technologies, Inc.",Baltimore,Elkridge,0,16,1,0,1,0,1,1,1
916,Aerospace & Defense,Sr. Principal Data Scientist,3.8,$10+ billion (USD),Aerospace & Defense,10000+ employees,Company - Public,0,0,90,115,102.5,Northrop Grumman,San Diego,Falls Church,0,81,1,0,0,0,1,0,0
917,Financial Analytics & Research,Data Engineer,4.2,Unknown / Non-Applicable,Finance,51 to 200 employees,Company - Private,0,0,90,115,102.5,Albert (CA),Los Angeles,Culver City,0,5,1,0,0,0,0,0,0
918,Health Care Services & Hospitals,Data Scientist,1.9,Unknown / Non-Applicable,Health Care,201 to 500 employees,Nonprofit Organization,0,0,90,115,102.5,Building Service 32BJ Benefit Funds,New York,New York,1,-1,1,0,0,0,1,0,1
919,Health Care Services & Hospitals,Data Engineer,3.5,Unknown / Non-Applicable,Health Care,501 to 1000 employees,Company - Private,0,0,90,115,102.5,Alignment Healthcare,Orange,Orange,1,7,1,0,1,1,1,0,1
920,Consulting,Senior Machine Learning Engineer,5.0,Unknown / Non-Applicable,Business Services,501 to 1000 employees,Company - Private,0,0,90,115,102.5,QuantumBlack,Boston,London,0,11,1,0,1,0,1,0,1
921,Health Care Services & Hospitals,Data Engineer,4.2,Unknown / Non-Applicable,Health Care,1001 to 5000 employees,Company - Private,0,0,90,115,102.5,VillageMD,Chicago,Chicago,1,7,1,0,0,0,0,0,0
922,Computer Hardware & Software,Data Scientist,4.7,$100 to $500 million (USD),Information Technology,201 to 500 employees,Subsidiary or Business Segment,0,0,90,115,102.5,Praxis Engineering,McLean,Annapolis Junction,0,18,1,0,0,1,0,1,1
923,IT Services,Sr. Data Engineer,4.5,$25 to $50 million (USD),Information Technology,201 to 500 employees,Company - Private,0,0,90,115,102.5,Moser Consulting,Indianapolis,Indianapolis,1,24,1,0,1,1,0,0,1
924,Computer Hardware & Software,Data Scientist,-1.0,Less than $1 million (USD),Information Technology,1 to 50 employees,Contract,0,0,90,115,102.5,CEDENT,Springfield,Frisco,0,-1,1,0,0,0,0,0,0
925,Automotive Parts & Accessories Stores,Data Engineer II,4.0,$2 to $5 billion (USD),Retail,10000+ employees,Company - Private,0,0,90,115,102.5,Discount Tire,Scottsdale,Scottsdale,1,60,1,0,0,1,1,0,0
926,Aerospace & Defense,Principal Data Scientist,3.8,$10+ billion (USD),Aerospace & Defense,10000+ employees,Company - Public,0,0,96,156,126.0,Northrop Grumman,Hill AFB,Falls Church,0,81,1,0,0,0,0,0,1
927,Enterprise Software & Network Solutions,Data Scientist (Growth Marketing),4.8,Unknown / Non-Applicable,Information Technology,501 to 1000 employees,Company - Private,0,0,96,156,126.0,Auth0,America,Bellevue,0,6,1,0,1,0,0,0,1
928,Social Assistance,Data Scientist,2.8,$1 to $5 million (USD),Non-Profit,1 to 50 employees,Company - Private,0,0,96,156,126.0,Committee of 100,New York,New York,1,-1,0,0,0,0,0,0,0
929,Internet,Machine Learning & Data Engineer (Remote),4.7,Unknown / Non-Applicable,Information Technology,51 to 200 employees,Company - Private,0,0,96,156,126.0,Jun Group,Remote,New York,0,15,1,0,1,1,1,0,1
930,Energy,Senior Data Scientist - Artificial Intelligence,3.8,$500 million to $1 billion (USD),"Oil, Gas, Energy & Utilities",1001 to 5000 employees,Government,0,0,96,156,126.0,PNNL,Richland,Richland,1,55,0,0,0,0,0,0,1
931,IT Services,Data Scientist,3.7,Unknown / Non-Applicable,Information Technology,201 to 500 employees,Company - Private,0,0,96,156,126.0,EGlobalTech,Arlington,Vienna,0,16,1,0,0,1,1,0,1
932,Research & Development,Data Scientist,3.7,$1 to $2 billion (USD),Business Services,1001 to 5000 employees,Company - Private,0,0,96,156,126.0,Alion,Linthicum Heights,Mc Lean,0,19,0,0,1,0,0,0,1
933,Internet,Director of Data Science,4.3,Unknown / Non-Applicable,Information Technology,201 to 500 employees,Company - Private,0,0,96,156,126.0,Newsela,New York,New York,1,8,1,0,0,0,0,0,0
934,Enterprise Software & Network Solutions,Sr. Enterprise Account Exec- Data Science / ML - NYC,4.1,Unknown / Non-Applicable,Information Technology,201 to 500 employees,Company - Private,0,0,96,156,126.0,h2o.ai,New York,Mountain View,0,9,0,0,0,1,1,0,1
935,IT Services,Senior Data Engineer,4.7,$50 to $100 million (USD),Information Technology,51 to 200 employees,Company - Private,0,0,96,156,126.0,SADA,Atlanta,North Hollywood,0,20,1,0,1,0,0,0,1
936,Security Services,Data Scientist,3.4,Unknown / Non-Applicable,Business Services,1001 to 5000 employees,Company - Public,0,0,96,156,126.0,Brinks Home Security,Farmers Branch,Farmers Branch,1,-1,1,0,0,1,1,1,1
938,IT Services,Data Scientist,4.1,$1 to $2 billion (USD),Information Technology,10000+ employees,Company - Private,0,0,96,156,126.0,UST Global,Richmond,Aliso Viejo,0,21,1,0,1,1,1,0,0
939,Computer Hardware & Software,Data Scientist,5.0,$10 to $25 million (USD),Information Technology,51 to 200 employees,Company - Private,0,0,96,156,126.0,RBR Technologies,Fort Meade,Odenton,0,9,0,0,0,0,1,0,1
940,Computer Hardware & Software,Data Scientist,5.0,$10 to $25 million (USD),Information Technology,1 to 50 employees,Company - Private,0,0,96,156,126.0,SSATI,Herndon,Annapolis Junction,0,17,1,0,0,0,1,0,1
941,Consumer Products Manufacturing,"Scientist/Engineer, Process & Formulations",4.1,$5 to $10 billion (USD),Manufacturing,5001 to 10000 employees,Company - Public,0,0,96,156,126.0,Scotts Miracle-Gro,Marysville,Marysville,1,152,0,0,0,0,1,0,0
942,IT Services,Data Scientist,3.4,$25 to $50 million (USD),Information Technology,51 to 200 employees,Company - Private,0,0,96,156,126.0,"MILVETS Systems Technology, Inc.",Patuxent River,Orlando,0,34,0,0,0,0,1,0,1
943,IT Services,Data Scientist,3.3,$100 to $500 million (USD),Information Technology,501 to 1000 employees,Company - Private,0,0,96,156,126.0,NT Concepts,Vienna,Vienna,1,22,1,0,1,0,0,1,1
944,IT Services,Data Analyst (Secret Clearance Required),4.6,$10 to $25 million (USD),Information Technology,51 to 200 employees,Company - Private,0,0,96,156,126.0,Concept Plus,Charleston,Fairfax,0,12,0,0,0,0,0,1,0
945,Stock Exchanges,Data Engineer,4.5,Unknown / Non-Applicable,Finance,51 to 200 employees,Company - Private,0,0,96,156,126.0,BitMEX,San Francisco,Victoria,0,6,1,0,1,0,0,0,0
946,Insurance Carriers,Data Science Intern,4.3,$1 to $2 billion (USD),Insurance,1001 to 5000 employees,Company - Public,0,0,96,156,126.0,UFG Insurance,Pennington,Cedar Rapids,0,74,0,0,0,0,1,0,1
947,Home Centers & Hardware Stores,HR Data Analyst,3.5,$2 to $5 billion (USD),Retail,10000+ employees,Company - Private,0,0,96,156,126.0,Harbor Freight Tools,Calabasas,Calabasas,1,43,0,0,0,0,1,1,0
948,-1,"Scientist, Upstream Process Development (Bioreactors)",4.4,Unknown / Non-Applicable,-1,51 to 200 employees,Company - Public,0,0,96,156,126.0,"Homology Medicines, Inc.",Bedford,Bedford,1,-1,0,0,0,0,1,0,0
949,Consulting,Data Scientist - Machine Learning Engineer,3.0,$50 to $100 million (USD),Business Services,201 to 500 employees,Company - Private,0,0,96,156,126.0,Atlas Research,Washington,Washington,1,12,1,0,1,0,0,0,1
950,Biotech & Pharmaceuticals,"Scientist/Sr Scientist, Target Discovery",4.1,$1 to $5 million (USD),Biotech & Pharmaceuticals,201 to 500 employees,Company - Public,0,0,96,156,126.0,REGENXBIO,Rockville,Rockville,1,11,0,0,0,1,1,0,0
951,IT Services,Data Analyst,3.7,$100 to $500 million (USD),Information Technology,501 to 1000 employees,Company - Private,0,0,96,156,126.0,CALIBRE Systems,Alexandria,Alexandria,1,31,1,0,0,0,1,0,1
952,-1,Senior Data Scientist,5.0,Unknown / Non-Applicable,-1,1001 to 5000 employees,Company - Private,0,0,96,156,126.0,Frederick National Laboratory,Rockville,Frederick,0,-1,1,0,0,1,1,0,1
953,Enterprise Software & Network Solutions,Data Science Instructor,4.2,$100 to $500 million (USD),Information Technology,501 to 1000 employees,Company - Private,0,0,96,156,126.0,Novetta,Herndon,Mc Lean,0,8,0,0,0,0,1,0,1
954,Enterprise Software & Network Solutions,Data Scientist,4.1,$25 to $50 million (USD),Information Technology,51 to 200 employees,Company - Private,0,0,96,156,126.0,SysMind,Marysville,Princeton Junction,0,21,1,0,0,0,1,1,1
955,Biotech & Pharmaceuticals,"Senior Scientist (non-PhD), Immuno-Oncology",3.9,$10+ billion (USD),Biotech & Pharmaceuticals,10000+ employees,Company - Public,0,0,96,156,126.0,GSK,Collegeville,Brentford,0,190,0,0,0,1,1,0,0
956,Lending,Senior Data Engineer,3.8,$10+ billion (USD),Finance,10000+ employees,Company - Private,0,0,96,156,126.0,Quicken Loans,Detroit,Detroit,1,35,1,0,0,0,0,0,0
957,Advertising & Marketing,Data Scientist,3.3,$10 to $25 million (USD),Business Services,51 to 200 employees,Company - Private,0,0,96,156,126.0,Spectrum Communications and Consulting,Chicago,Chicago,1,28,0,0,0,0,0,0,0
958,Aerospace & Defense,Principal Data Scientist,3.8,$10+ billion (USD),Aerospace & Defense,10000+ employees,Company - Public,0,0,96,156,126.0,Northrop Grumman,Hill AFB,Falls Church,0,81,1,0,0,0,0,0,1
959,Enterprise Software & Network Solutions,Data Scientist (Growth Marketing),4.8,Unknown / Non-Applicable,Information Technology,501 to 1000 employees,Company - Private,0,0,96,156,126.0,Auth0,America,Bellevue,0,6,1,0,1,0,0,0,1
960,Social Assistance,Data Scientist,2.8,$1 to $5 million (USD),Non-Profit,1 to 50 employees,Company - Private,0,0,96,156,126.0,Committee of 100,New York,New York,1,-1,0,0,0,0,0,0,0
961,Internet,Machine Learning & Data Engineer (Remote),4.7,Unknown / Non-Applicable,Information Technology,51 to 200 employees,Company - Private,0,0,96,156,126.0,Jun Group,Remote,New York,0,15,1,0,1,1,1,0,1
962,Energy,Senior Data Scientist - Artificial Intelligence,3.8,$500 million to $1 billion (USD),"Oil, Gas, Energy & Utilities",1001 to 5000 employees,Government,0,0,96,156,126.0,PNNL,Richland,Richland,1,55,0,0,0,0,0,0,1
963,IT Services,Data Scientist,3.7,Unknown / Non-Applicable,Information Technology,201 to 500 employees,Company - Private,0,0,96,156,126.0,EGlobalTech,Arlington,Vienna,0,16,1,0,0,1,1,0,1
964,Research & Development,Data Scientist,3.7,$1 to $2 billion (USD),Business Services,1001 to 5000 employees,Company - Private,0,0,96,156,126.0,Alion,Linthicum Heights,Mc Lean,0,19,0,0,1,0,0,0,1
965,Internet,Director of Data Science,4.3,Unknown / Non-Applicable,Information Technology,201 to 500 employees,Company - Private,0,0,96,156,126.0,Newsela,New York,New York,1,8,1,0,0,0,0,0,0
966,Enterprise Software & Network Solutions,Sr. Enterprise Account Exec- Data Science / ML - NYC,4.1,Unknown / Non-Applicable,Information Technology,201 to 500 employees,Company - Private,0,0,96,156,126.0,h2o.ai,New York,Mountain View,0,9,0,0,0,1,1,0,1
967,IT Services,Senior Data Engineer,4.7,$50 to $100 million (USD),Information Technology,51 to 200 employees,Company - Private,0,0,96,156,126.0,SADA,Atlanta,North Hollywood,0,20,1,0,1,0,0,0,1
968,Security Services,Data Scientist,3.4,Unknown / Non-Applicable,Business Services,1001 to 5000 employees,Company - Public,0,0,96,156,126.0,Brinks Home Security,Farmers Branch,Farmers Branch,1,-1,1,0,0,1,1,1,1
970,IT Services,Data Scientist,4.1,$1 to $2 billion (USD),Information Technology,10000+ employees,Company - Private,0,0,96,156,126.0,UST Global,Richmond,Aliso Viejo,0,21,1,0,1,1,1,0,0
971,Computer Hardware & Software,Data Scientist,5.0,$10 to $25 million (USD),Information Technology,51 to 200 employees,Company - Private,0,0,96,156,126.0,RBR Technologies,Fort Meade,Odenton,0,9,0,0,0,0,1,0,1
972,Computer Hardware & Software,Data Scientist,5.0,$10 to $25 million (USD),Information Technology,1 to 50 employees,Company - Private,0,0,96,156,126.0,SSATI,Herndon,Annapolis Junction,0,17,1,0,0,0,1,0,1
973,Consumer Products Manufacturing,"Scientist/Engineer, Process & Formulations",4.1,$5 to $10 billion (USD),Manufacturing,5001 to 10000 employees,Company - Public,0,0,96,156,126.0,Scotts Miracle-Gro,Marysville,Marysville,1,152,0,0,0,0,1,0,0
974,IT Services,Data Scientist,3.4,$25 to $50 million (USD),Information Technology,51 to 200 employees,Company - Private,0,0,96,156,126.0,"MILVETS Systems Technology, Inc.",Patuxent River,Orlando,0,34,0,0,0,0,1,0,1
975,IT Services,Data Scientist,3.3,$100 to $500 million (USD),Information Technology,501 to 1000 employees,Company - Private,0,0,96,156,126.0,NT Concepts,Vienna,Vienna,1,22,1,0,1,0,0,1,1
